filepath,filename,folder_category,inferred_category,final_category,product,arabic_name,souk_location,price_min_mad,price_max_mad,price_range,notes,width_px,height_px,size_kb,hash,annotated,annotation_file
marrakech_dataset\jewelry\bing\000065.jpg,000065.jpg,jewelry,unknown,jewelry,Brass / Silver Jewelry,مجوهرات,Souk des Bijoutiers,100,3000,100–3000 MAD,"Berber cuffs, earrings, Tuareg designs. Vintage pieces cost more.",760,760,29.3,416dbed3d7,no,
marrakech_dataset\jewelry\bing\000066.jpg,000066.jpg,jewelry,unknown,jewelry,Brass / Silver Jewelry,مجوهرات,Souk des Bijoutiers,100,3000,100–3000 MAD,"Berber cuffs, earrings, Tuareg designs. Vintage pieces cost more.",1300,956,139.9,108fd02397,no,
marrakech_dataset\jewelry\bing\000067.jpg,000067.jpg,jewelry,unknown,jewelry,Brass / Silver Jewelry,مجوهرات,Souk des Bijoutiers,100,3000,100–3000 MAD,"Berber cuffs, earrings, Tuareg designs. Vintage pieces cost more.",1200,1200,54.6,4ae9bf1dff,no,
marrakech_dataset\jewelry\bing\000068.jpg,000068.jpg,jewelry,unknown,jewelry,Brass / Silver Jewelry,مجوهرات,Souk des Bijoutiers,100,3000,100–3000 MAD,"Berber cuffs, earrings, Tuareg designs. Vintage pieces cost more.",1300,956,306.9,b086a45e67,no,
marrakech_dataset\jewelry\bing\000069.jpg,000069.jpg,jewelry,unknown,jewelry,Brass / Silver Jewelry,مجوهرات,Souk des Bijoutiers,100,3000,100–3000 MAD,"Berber cuffs, earrings, Tuareg designs. Vintage pieces cost more.",1200,1200,52.2,a0ab1d72bb,no,
marrakech_dataset\jewelry\bing\000070.jpg,000070.jpg,jewelry,unknown,jewelry,Brass / Silver Jewelry,مجوهرات,Souk des Bijoutiers,100,3000,100–3000 MAD,"Berber cuffs, earrings, Tuareg designs. Vintage pieces cost more.",760,760,28.8,cb532cce4a,no,
marrakech_dataset\jewelry\bing\000071.jpg,000071.jpg,jewelry,unknown,jewelry,Brass / Silver Jewelry,مجوهرات,Souk des Bijoutiers,100,3000,100–3000 MAD,"Berber cuffs, earrings, Tuareg designs. Vintage pieces cost more.",1200,1200,76.3,fbf5503eba,no,
marrakech_dataset\jewelry\bing\000072.jpg,000072.jpg,jewelry,unknown,jewelry,Brass / Silver Jewelry,مجوهرات,Souk des Bijoutiers,100,3000,100–3000 MAD,"Berber cuffs, earrings, Tuareg designs. Vintage pieces cost more.",1300,956,227.0,732aaee113,no,
marrakech_dataset\jewelry\bing\000073.jpg,000073.jpg,jewelry,unknown,jewelry,Brass / Silver Jewelry,مجوهرات,Souk des Bijoutiers,100,3000,100–3000 MAD,"Berber cuffs, earrings, Tuareg designs. Vintage pieces cost more.",1300,953,414.5,2145e5dee4,no,
marrakech_dataset\jewelry\bing\000074.jpg,000074.jpg,jewelry,unknown,jewelry,Brass / Silver Jewelry,مجوهرات,Souk des Bijoutiers,100,3000,100–3000 MAD,"Berber cuffs, earrings, Tuareg designs. Vintage pieces cost more.",1300,956,305.3,a6f22ba61f,no,
marrakech_dataset\jewelry\bing\000075.jpg,000075.jpg,jewelry,unknown,jewelry,Brass / Silver Jewelry,مجوهرات,Souk des Bijoutiers,100,3000,100–3000 MAD,"Berber cuffs, earrings, Tuareg designs. Vintage pieces cost more.",1300,957,327.8,5cde340a2b,no,
marrakech_dataset\crafts\bing\000001.jpg,000001.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,866,1390,222.7,8c7d2a171b,no,
marrakech_dataset\crafts\bing\000002.jpg,000002.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,864,1390,238.8,eafb2a6e7f,no,
marrakech_dataset\crafts\bing\000003.jpg,000003.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,1358,1810,234.9,028c71cb88,no,
marrakech_dataset\crafts\bing\000004.jpg,000004.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,985,1312,263.5,185fd3a953,no,
marrakech_dataset\crafts\bing\000005.jpg,000005.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,1600,1690,486.4,ff8cc23a64,no,
marrakech_dataset\crafts\bing\000006.jpg,000006.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,866,1390,221.7,827e7c6ffe,no,
marrakech_dataset\crafts\bing\000007.jpg,000007.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,1300,956,264.4,c44f077621,no,
marrakech_dataset\crafts\bing\000008.jpg,000008.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,1300,956,306.9,b086a45e67,no,
marrakech_dataset\crafts\bing\000009.jpg,000009.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,1300,956,139.9,108fd02397,no,
marrakech_dataset\crafts\bing\000010.jpg,000010.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,1600,1067,556.9,a2f2204d3f,no,
marrakech_dataset\crafts\bing\000011.jpg,000011.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,1300,956,261.9,5ba7247bae,no,
marrakech_dataset\crafts\bing\000012.jpg,000012.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,866,1390,101.1,16f7c060d1,no,
marrakech_dataset\crafts\bing\000013.jpg,000013.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,1600,1156,257.2,d28ba0d693,no,
marrakech_dataset\crafts\bing\000014.jpg,000014.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,800,528,564.7,55261d504a,no,
marrakech_dataset\crafts\bing\000015.jpg,000015.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,900,900,113.6,38263a0adf,no,
marrakech_dataset\crafts\bing\000016.jpg,000016.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,940,746,157.2,a0d814f2d1,no,
marrakech_dataset\crafts\bing\000017.jpg,000017.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,1600,1156,277.6,7864f8b087,no,
marrakech_dataset\crafts\bing\000018.jpg,000018.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,1200,630,308.2,6cfe99fedb,no,
marrakech_dataset\crafts\bing\000019.jpg,000019.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,1300,956,182.8,ce44d49698,no,
marrakech_dataset\crafts\bing\000020.jpg,000020.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,866,1390,298.0,514b5bd31d,no,
marrakech_dataset\crafts\bing\000021.jpg,000021.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,600,900,137.0,bec96bee59,no,
marrakech_dataset\crafts\bing\000022.jpg,000022.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,1600,1156,260.9,925ae4d9af,no,
marrakech_dataset\crafts\bing\000023.jpg,000023.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,1300,956,300.3,7c8b9d8a57,no,
marrakech_dataset\crafts\bing\000024.jpg,000024.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,1600,1156,266.2,1c9e7f7d93,no,
marrakech_dataset\crafts\bing\000025.jpg,000025.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,1066,1690,244.7,65a7472f3d,no,
marrakech_dataset\crafts\bing\000026.jpg,000026.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,1024,720,20.7,2153e943cb,no,
marrakech_dataset\crafts\bing\000027.jpg,000027.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,1536,1024,142.3,317e3213f9,no,
marrakech_dataset\crafts\bing\000028.jpg,000028.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,1300,1065,449.8,78780f5898,no,
marrakech_dataset\crafts\bing\000029.jpg,000029.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,800,825,166.5,6f6b839e59,no,
marrakech_dataset\crafts\bing\000030.jpg,000030.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,1500,1098,579.6,14fc971e73,no,
marrakech_dataset\crafts\bing\000031.jpg,000031.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,800,534,78.8,12a8522396,no,
marrakech_dataset\crafts\bing\000032.jpg,000032.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,1300,954,104.4,14ce34c61a,no,
marrakech_dataset\crafts\bing\000033.jpg,000033.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,1600,1158,327.1,af11460db5,no,
marrakech_dataset\crafts\bing\000034.jpg,000034.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,1300,956,323.2,9ec9917a24,no,
marrakech_dataset\crafts\bing\000035.jpg,000035.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,1024,575,143.4,550bdf1ac9,no,
marrakech_dataset\crafts\bing\000036.jpg,000036.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,626,416,149.2,9ed4400b4c,no,
marrakech_dataset\crafts\bing\000037.jpg,000037.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,1600,1156,260.9,925ae4d9af,no,
marrakech_dataset\crafts\bing\000038.jpg,000038.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,866,1390,268.1,4452a091ee,no,
marrakech_dataset\crafts\bing\000039.jpg,000039.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,1063,1690,205.2,f20a93b174,no,
marrakech_dataset\crafts\bing\000040.jpg,000040.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,626,210,43.2,448b4d2ed3,no,
marrakech_dataset\crafts\bing\000041.jpg,000041.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,800,533,109.0,da3042ca42,no,
marrakech_dataset\crafts\bing\000042.jpg,000042.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,600,900,93.2,038c42dd9e,no,
marrakech_dataset\crafts\bing\000043.jpg,000043.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,1300,956,309.3,017177c9d2,no,
marrakech_dataset\crafts\bing\000044.jpg,000044.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,1600,1157,388.2,1151d27d12,no,
marrakech_dataset\crafts\bing\000045.jpg,000045.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,1300,956,258.4,f5de95b894,no,
marrakech_dataset\crafts\bing\000046.jpg,000046.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,1300,959,327.5,77abd514d0,no,
marrakech_dataset\crafts\bing\000047.jpg,000047.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,1300,956,182.8,ce44d49698,no,
marrakech_dataset\crafts\bing\000048.jpg,000048.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,1300,956,248.7,0c59b0693d,no,
marrakech_dataset\crafts\bing\000049.jpg,000049.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,1600,1157,245.3,07b1a7da69,no,
marrakech_dataset\crafts\bing\000050.jpg,000050.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,1300,956,269.6,4630ad8270,no,
marrakech_dataset\crafts\bing\000051.jpg,000051.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,630,421,35.5,f530ebbdaf,no,
marrakech_dataset\crafts\bing\000052.jpg,000052.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,630,420,91.8,2f0d6cd900,no,
marrakech_dataset\crafts\bing\000053.jpg,000053.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,630,420,55.0,018d72dfc9,no,
marrakech_dataset\crafts\bing\000054.jpg,000054.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,630,394,67.7,c3622a1a08,no,
marrakech_dataset\crafts\bing\000055.jpg,000055.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,630,420,64.8,f50ed8386f,no,
marrakech_dataset\crafts\bing\000056.jpg,000056.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,2000,1333,828.6,1b867ccf44,no,
marrakech_dataset\crafts\bing\000057.jpg,000057.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,800,533,288.4,325e2faa0d,no,
marrakech_dataset\crafts\bing\000058.jpg,000058.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,2560,1378,475.4,18de605765,no,
marrakech_dataset\crafts\bing\000059.jpg,000059.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,1200,800,375.3,16e05c68c5,no,
marrakech_dataset\crafts\bing\000060.jpg,000060.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,450,800,215.7,7c52c79827,no,
marrakech_dataset\crafts\bing\000061.jpg,000061.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,390,585,68.5,b7fb9cb606,no,
marrakech_dataset\crafts\bing\000062.jpg,000062.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,416,416,17.9,92c0bae1e4,no,
marrakech_dataset\crafts\bing\000063.jpg,000063.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,600,360,79.9,80d60057d6,no,
marrakech_dataset\crafts\bing\000064.jpg,000064.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,1024,768,226.4,45ecfbe410,no,
marrakech_dataset\crafts\bing\000065.jpg,000065.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,626,417,108.5,00cf761ec2,no,
marrakech_dataset\crafts\bing\000066.jpg,000066.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,724,362,106.8,4ac0daee57,no,
marrakech_dataset\crafts\bing\000067.jpg,000067.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,450,299,101.3,4777c66a2b,no,
marrakech_dataset\crafts\bing\000068.jpg,000068.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,808,1621,834.6,9c8bad3c2d,no,
marrakech_dataset\crafts\bing\000069.jpg,000069.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,400,600,70.8,d1652b384d,no,
marrakech_dataset\crafts\bing\000070.jpg,000070.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,3264,2448,1316.1,e8d227f79c,no,
marrakech_dataset\crafts\bing\000071.jpg,000071.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,2048,1536,858.7,1d245a4237,no,
marrakech_dataset\crafts\bing\000072.jpg,000072.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,719,480,109.2,87f5058063,no,
marrakech_dataset\crafts\bing\000073.jpg,000073.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,3264,2448,1216.5,34b1584adc,no,
marrakech_dataset\crafts\bing\000074.jpg,000074.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,686,1024,123.7,a187a12b00,no,
marrakech_dataset\crafts\bing\000075.jpg,000075.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,1600,1067,156.2,e3cf6a619f,no,
marrakech_dataset\crafts\bing\000076.jpg,000076.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,800,854,115.6,99ecd2f06f,no,
marrakech_dataset\crafts\bing\000077.jpg,000077.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,866,1390,225.1,a2230e3b03,no,
marrakech_dataset\crafts\bing\000078.jpg,000078.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,1300,956,186.5,781fd1875e,no,
marrakech_dataset\crafts\bing\000079.jpg,000079.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,800,534,117.8,c40893c999,no,
marrakech_dataset\crafts\bing\000080.jpg,000080.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,1300,956,300.7,95c72ae38c,no,
marrakech_dataset\crafts\bing\000081.jpg,000081.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,1600,1156,408.4,9c728712ef,no,
marrakech_dataset\crafts\bing\000082.jpg,000082.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,1300,956,301.9,aa4ea78460,no,
marrakech_dataset\crafts\bing\000083.jpg,000083.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,1500,1500,575.6,6fcd61c0b7,no,
marrakech_dataset\crafts\bing\000084.jpg,000084.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,863,1390,322.0,0a8ab36a44,no,
marrakech_dataset\crafts\bing\000085.jpg,000085.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,1707,2560,796.4,888ca7c79a,no,
marrakech_dataset\crafts\bing\000086.jpg,000086.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,953,1390,333.2,130dda31aa,no,
marrakech_dataset\crafts\bing\000087.jpg,000087.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,1264,1690,466.1,c57d4c7ffe,no,
marrakech_dataset\crafts\bing\000088.jpg,000088.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,1300,1027,349.2,1f2fb15d05,no,
marrakech_dataset\crafts\bing\000089.jpg,000089.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,720,540,118.7,2b07c75a7f,no,
marrakech_dataset\crafts\bing\000090.jpg,000090.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,1600,1153,371.1,96c52b7e24,no,
marrakech_dataset\crafts\bing\000091.jpg,000091.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,1600,990,260.4,86eb097fe9,no,
marrakech_dataset\crafts\bing\000092.jpg,000092.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,434,650,76.5,5b9ad16cbc,no,
marrakech_dataset\crafts\bing\000093.jpg,000093.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,844,1390,282.6,59b8e28105,no,
marrakech_dataset\crafts\bing\000094.jpg,000094.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,1300,970,280.5,20acf40a4c,no,
marrakech_dataset\crafts\bing\000095.jpg,000095.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,812,552,192.6,9a1002bb0c,no,
marrakech_dataset\crafts\bing\000096.jpg,000096.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,1300,970,397.2,16a4b1c027,no,
marrakech_dataset\crafts\bing\000097.jpg,000097.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,1024,768,144.8,2cdcd6e311,no,
marrakech_dataset\crafts\bing\000098.jpg,000098.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,626,351,94.8,3825c72981,no,
marrakech_dataset\crafts\bing\000099.jpg,000099.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,1026,1390,368.5,8acea4af75,no,
marrakech_dataset\crafts\bing\000100.jpg,000100.jpg,crafts,unknown,crafts,Small Tagine Pot,طاجين,Souk Semmarine,20,50,20–50 MAD,Decorative or functional clay cooking pot.,2200,2160,381.9,7ecd62a958,no,
marrakech_dataset\argan\bing\000001.jpg,000001.jpg,argan,unknown,argan,Argan Oil (medium bottle),زيت أركان,Souk El Attarine / Arganino / Assouss Argane,150,300,150–300 MAD,"Morocco's 'liquid gold'. Real argan oil: thick paste, strong nut smell.",669,446,62.4,2b2b4f3198,no,
marrakech_dataset\argan\bing\000002.jpg,000002.jpg,argan,unknown,argan,Argan Oil (medium bottle),زيت أركان,Souk El Attarine / Arganino / Assouss Argane,150,300,150–300 MAD,"Morocco's 'liquid gold'. Real argan oil: thick paste, strong nut smell.",1300,821,176.5,49faf10b18,no,
marrakech_dataset\argan\bing\000003.jpg,000003.jpg,argan,unknown,argan,Argan Oil (medium bottle),زيت أركان,Souk El Attarine / Arganino / Assouss Argane,150,300,150–300 MAD,"Morocco's 'liquid gold'. Real argan oil: thick paste, strong nut smell.",2048,2048,625.6,b2c3652acb,no,
marrakech_dataset\argan\bing\000004.jpg,000004.jpg,argan,unknown,argan,Argan Oil (medium bottle),زيت أركان,Souk El Attarine / Arganino / Assouss Argane,150,300,150–300 MAD,"Morocco's 'liquid gold'. Real argan oil: thick paste, strong nut smell.",1600,990,185.8,54fb325c22,no,
marrakech_dataset\argan\bing\000005.jpg,000005.jpg,argan,unknown,argan,Argan Oil (medium bottle),زيت أركان,Souk El Attarine / Arganino / Assouss Argane,150,300,150–300 MAD,"Morocco's 'liquid gold'. Real argan oil: thick paste, strong nut smell.",669,446,63.8,9c23848bb9,no,
marrakech_dataset\argan\bing\000006.jpg,000006.jpg,argan,unknown,argan,Argan Oil (medium bottle),زيت أركان,Souk El Attarine / Arganino / Assouss Argane,150,300,150–300 MAD,"Morocco's 'liquid gold'. Real argan oil: thick paste, strong nut smell.",390,280,29.4,9b24c1020d,no,
